Inspection_ID,Timestamp,Date,Hour,Assembly_Line,Product_Category,Shift,Operator,Inspection_Result,Defect_Type,Severity,Confidence,Inference_Latency_ms,Scrap_Cost_USD
INSP-10283,2026-08-31 15:20:20,2026-08-31,15,Line-03 (Precision Machining),Machined_Gear,Shift-C (22:00-06:00),OP-109 (Marcus V.),REJECT,Crack,Critical,0.901,24.36,277.56
INSP-10284,2026-08-31 15:52:20,2026-08-31,15,Line-01 (PCB SMT),Circuit_Board,Shift-C (22:00-06:00),OP-212 (Devin K.),PASS,None,None,0.977,26.34,0.0
INSP-10285,2026-08-31 16:20:20,2026-08-31,16,Line-01 (PCB SMT),Circuit_Board,Shift-C (22:00-06:00),OP-104 (Elena R.),PASS,None,None,0.971,24.67,0.0
INSP-10286,2026-08-31 16:31:20,2026-08-31,16,Line-03 (Precision Machining),Machined_Gear,Shift-C (22:00-06:00),OP-109 (Marcus V.),PASS,None,None,0.963,24.85,0.0
INSP-10287,2026-08-31 16:56:20,2026-08-31,16,Line-04 (Welding & Joinery),Pipe_Weld,Shift-B (14:00-22:00),OP-104 (Elena R.),PASS,None,None,0.976,21.98,0.0
INSP-10288,2026-08-31 17:32:20,2026-08-31,17,Line-02 (Metal Stamping),Chassis_Panel,Shift-A (06:00-14:00),OP-109 (Marcus V.),PASS,None,None,0.983,19.47,0.0
INSP-10289,2026-08-31 17:56:20,2026-08-31,17,Line-03 (Precision Machining),Machined_Gear,Shift-C (22:00-06:00),OP-418 (Chen W.),REJECT,Crack,Critical,0.978,22.7,180.9
INSP-10290,2026-08-31 18:16:20,2026-08-31,18,Line-04 (Welding & Joinery),Pipe_Weld,Shift-B (14:00-22:00),OP-418 (Chen W.),PASS,None,None,0.965,26.28,0.0
INSP-10291,2026-08-31 18:42:20,2026-08-31,18,Line-02 (Metal Stamping),Chassis_Panel,Shift-A (06:00-14:00),OP-212 (Devin K.),PASS,None,None,0.972,23.21,0.0
INSP-10292,2026-08-31 18:57:20,2026-08-31,18,Line-01 (PCB SMT),Circuit_Board,Shift-A (06:00-14:00),OP-418 (Chen W.),PASS,None,None,0.984,18.6,0.0
INSP-10293,2026-08-31 19:27:20,2026-08-31,19,Line-01 (PCB SMT),Circuit_Board,Shift-B (14:00-22:00),OP-212 (Devin K.),PASS,None,None,0.999,24.56,0.0
INSP-10294,2026-08-31 19:46:20,2026-08-31,19,Line-01 (PCB SMT),Circuit_Board,Shift-A (06:00-14:00),OP-305 (Priya S.),PASS,None,None,0.989,21.24,0.0
INSP-10295,2026-08-31 20:16:20,2026-08-31,20,Line-04 (Welding & Joinery),Pipe_Weld,Shift-B (14:00-22:00),OP-305 (Priya S.),PASS,None,None,0.994,25.46,0.0
INSP-10296,2026-08-31 20:32:20,2026-08-31,20,Line-02 (Metal Stamping),Chassis_Panel,Shift-A (06:00-14:00),OP-418 (Chen W.),PASS,None,None,0.992,29.58,0.0
INSP-10297,2026-08-31 20:59:20,2026-08-31,20,Line-01 (PCB SMT),Circuit_Board,Shift-C (22:00-06:00),OP-104 (Elena R.),REJECT,Burr,Moderate,0.895,24.84,55.85
INSP-10298,2026-08-31 21:25:20,2026-08-31,21,Line-04 (Welding & Joinery),Pipe_Weld,Shift-B (14:00-22:00),OP-104 (Elena R.),PASS,None,None,0.987,21.33,0.0
INSP-10299,2026-08-31 21:54:20,2026-08-31,21,Line-04 (Welding & Joinery),Pipe_Weld,Shift-A (06:00-14:00),OP-305 (Priya S.),PASS,None,None,0.977,29.2,0.0
INSP-10300,2026-08-31 22:16:20,2026-08-31,22,Line-01 (PCB SMT),Circuit_Board,Shift-A (06:00-14:00),OP-305 (Priya S.),PASS,None,None,0.966,22.18,0.0
INSP-10301,2026-08-31 22:33:20,2026-08-31,22,Line-04 (Welding & Joinery),Pipe_Weld,Shift-A (06:00-14:00),OP-104 (Elena R.),PASS,None,None,0.999,34.07,0.0
INSP-10302,2026-08-31 23:06:20,2026-08-31,23,Line-04 (Welding & Joinery),Pipe_Weld,Shift-C (22:00-06:00),OP-212 (Devin K.),PASS,None,None,0.969,31.33,0.0
INSP-10303,2026-08-31 23:29:20,2026-08-31,23,Line-02 (Metal Stamping),Chassis_Panel,Shift-B (14:00-22:00),OP-212 (Devin K.),PASS,None,None,0.969,29.01,0.0
INSP-10304,2026-08-31 23:48:20,2026-08-31,23,Line-03 (Precision Machining),Machined_Gear,Shift-C (22:00-06:00),OP-305 (Priya S.),PASS,None,None,0.981,33.79,0.0
INSP-10305,2026-09-01 00:18:20,2026-09-01,0,Line-02 (Metal Stamping),Chassis_Panel,Shift-A (06:00-14:00),OP-418 (Chen W.),PASS,None,None,0.989,33.21,0.0
INSP-10306,2026-09-01 00:37:20,2026-09-01,0,Line-02 (Metal Stamping),Chassis_Panel,Shift-C (22:00-06:00),OP-104 (Elena R.),PASS,None,None,0.99,31.48,0.0
INSP-10307,2026-09-01 01:00:20,2026-09-01,1,Line-01 (PCB SMT),Circuit_Board,Shift-B (14:00-22:00),OP-109 (Marcus V.),PASS,None,None,0.99,26.64,0.0
INSP-10308,2026-09-01 01:22:20,2026-09-01,1,Line-01 (PCB SMT),Circuit_Board,Shift-A (06:00-14:00),OP-212 (Devin K.),PASS,None,None,0.989,28.84,0.0
INSP-10309,2026-09-01 01:56:20,2026-09-01,1,Line-01 (PCB SMT),Circuit_Board,Shift-A (06:00-14:00),OP-418 (Chen W.),PASS,None,None,0.983,32.27,0.0
INSP-10310,2026-09-01 02:20:20,2026-09-01,2,Line-03 (Precision Machining),Machined_Gear,Shift-A (06:00-14:00),OP-109 (Marcus V.),PASS,None,None,0.995,32.64,0.0
INSP-10311,2026-09-01 02:35:20,2026-09-01,2,Line-03 (Precision Machining),Machined_Gear,Shift-A (06:00-14:00),OP-212 (Devin K.),PASS,None,None,0.964,21.46,0.0
INSP-10312,2026-09-01 02:59:20,2026-09-01,2,Line-01 (PCB SMT),Circuit_Board,Shift-A (06:00-14:00),OP-104 (Elena R.),PASS,None,None,0.984,19.03,0.0
INSP-10313,2026-09-01 03:24:20,2026-09-01,3,Line-02 (Metal Stamping),Chassis_Panel,Shift-B (14:00-22:00),OP-109 (Marcus V.),PASS,None,None,0.976,31.29,0.0
INSP-10314,2026-09-01 03:54:20,2026-09-01,3,Line-02 (Metal Stamping),Chassis_Panel,Shift-B (14:00-22:00),OP-305 (Priya S.),PASS,None,None,0.977,25.56,0.0
INSP-10315,2026-09-01 04:10:20,2026-09-01,4,Line-04 (Welding & Joinery),Pipe_Weld,Shift-B (14:00-22:00),OP-305 (Priya S.),PASS,None,None,0.979,22.16,0.0
INSP-10316,2026-09-01 04:39:20,2026-09-01,4,Line-01 (PCB SMT),Circuit_Board,Shift-A (06:00-14:00),OP-104 (Elena R.),PASS,None,None,0.982,28.63,0.0
INSP-10317,2026-09-01 05:02:20,2026-09-01,5,Line-02 (Metal Stamping),Chassis_Panel,Shift-B (14:00-22:00),OP-418 (Chen W.),PASS,None,None,0.965,32.44,0.0
INSP-10318,2026-09-01 05:21:20,2026-09-01,5,Line-03 (Precision Machining),Machined_Gear,Shift-C (22:00-06:00),OP-109 (Marcus V.),PASS,None,None,0.977,23.47,0.0
INSP-10319,2026-09-01 05:56:20,2026-09-01,5,Line-03 (Precision Machining),Machined_Gear,Shift-C (22:00-06:00),OP-305 (Priya S.),PASS,None,None,0.963,31.5,0.0
INSP-10320,2026-09-01 06:19:20,2026-09-01,6,Line-04 (Welding & Joinery),Pipe_Weld,Shift-A (06:00-14:00),OP-109 (Marcus V.),PASS,None,None,0.971,31.44,0.0
INSP-10321,2026-09-01 06:35:20,2026-09-01,6,Line-01 (PCB SMT),Circuit_Board,Shift-C (22:00-06:00),OP-305 (Priya S.),PASS,None,None,0.989,18.98,0.0
INSP-10322,2026-09-01 07:09:20,2026-09-01,7,Line-04 (Welding & Joinery),Pipe_Weld,Shift-C (22:00-06:00),OP-212 (Devin K.),PASS,None,None,0.988,27.64,0.0
INSP-10323,2026-09-01 07:20:20,2026-09-01,7,Line-02 (Metal Stamping),Chassis_Panel,Shift-A (06:00-14:00),OP-104 (Elena R.),PASS,None,None,0.966,34.2,0.0
INSP-10324,2026-09-01 07:47:20,2026-09-01,7,Line-03 (Precision Machining),Machined_Gear,Shift-C (22:00-06:00),OP-212 (Devin K.),PASS,None,None,0.96,32.96,0.0
INSP-10325,2026-09-01 08:12:20,2026-09-01,8,Line-01 (PCB SMT),Circuit_Board,Shift-C (22:00-06:00),OP-212 (Devin K.),PASS,None,None,0.982,21.95,0.0
INSP-10326,2026-09-01 08:44:20,2026-09-01,8,Line-04 (Welding & Joinery),Pipe_Weld,Shift-A (06:00-14:00),OP-104 (Elena R.),REJECT,Crack,Critical,0.88,24.72,224.57
INSP-10327,2026-09-01 09:05:20,2026-09-01,9,Line-01 (PCB SMT),Circuit_Board,Shift-A (06:00-14:00),OP-418 (Chen W.),PASS,None,None,0.977,30.3,0.0
INSP-10328,2026-09-01 09:32:20,2026-09-01,9,Line-04 (Welding & Joinery),Pipe_Weld,Shift-A (06:00-14:00),OP-418 (Chen W.),PASS,None,None,0.99,18.77,0.0
INSP-10329,2026-09-01 09:53:20,2026-09-01,9,Line-03 (Precision Machining),Machined_Gear,Shift-B (14:00-22:00),OP-305 (Priya S.),PASS,None,None,0.967,19.12,0.0
INSP-10330,2026-09-01 10:17:20,2026-09-01,10,Line-01 (PCB SMT),Circuit_Board,Shift-B (14:00-22:00),OP-212 (Devin K.),PASS,None,None,0.964,25.29,0.0
INSP-10331,2026-09-01 10:31:20,2026-09-01,10,Line-02 (Metal Stamping),Chassis_Panel,Shift-B (14:00-22:00),OP-109 (Marcus V.),REJECT,Dent,Moderate,0.962,31.12,63.97
INSP-10332,2026-09-01 10:55:20,2026-09-01,10,Line-01 (PCB SMT),Circuit_Board,Shift-B (14:00-22:00),OP-305 (Priya S.),PASS,None,None,0.973,20.91,0.0
INSP-10333,2026-09-01 11:23:20,2026-09-01,11,Line-04 (Welding & Joinery),Pipe_Weld,Shift-C (22:00-06:00),OP-305 (Priya S.),REJECT,Void,Critical,0.919,32.62,131.95
INSP-10334,2026-09-01 11:46:20,2026-09-01,11,Line-01 (PCB SMT),Circuit_Board,Shift-A (06:00-14:00),OP-104 (Elena R.),PASS,None,None,0.99,18.21,0.0
INSP-10335,2026-09-01 12:09:20,2026-09-01,12,Line-04 (Welding & Joinery),Pipe_Weld,Shift-A (06:00-14:00),OP-212 (Devin K.),PASS,None,None,0.964,21.56,0.0
INSP-10336,2026-09-01 12:38:20,2026-09-01,12,Line-02 (Metal Stamping),Chassis_Panel,Shift-B (14:00-22:00),OP-104 (Elena R.),PASS,None,None,0.969,21.57,0.0
INSP-10337,2026-09-01 13:07:20,2026-09-01,13,Line-03 (Precision Machining),Machined_Gear,Shift-B (14:00-22:00),OP-109 (Marcus V.),PASS,None,None,0.998,32.16,0.0
INSP-10338,2026-09-01 13:22:20,2026-09-01,13,Line-01 (PCB SMT),Circuit_Board,Shift-A (06:00-14:00),OP-109 (Marcus V.),PASS,None,None,0.97,31.74,0.0
INSP-10339,2026-09-01 13:52:20,2026-09-01,13,Line-01 (PCB SMT),Circuit_Board,Shift-B (14:00-22:00),OP-109 (Marcus V.),PASS,None,None,0.982,21.95,0.0
INSP-10340,2026-09-01 14:20:20,2026-09-01,14,Line-02 (Metal Stamping),Chassis_Panel,Shift-A (06:00-14:00),OP-212 (Devin K.),REJECT,Dent,Moderate,0.975,28.58,42.28
INSP-10341,2026-09-01 14:39:20,2026-09-01,14,Line-04 (Welding & Joinery),Pipe_Weld,Shift-A (06:00-14:00),OP-109 (Marcus V.),PASS,None,None,0.987,31.67,0.0
INSP-10342,2026-09-01 14:56:20,2026-09-01,14,Line-02 (Metal Stamping),Chassis_Panel,Shift-A (06:00-14:00),OP-418 (Chen W.),PASS,None,None,0.987,30.9,0.0
INSP-10343,2026-09-01 15:30:20,2026-09-01,15,Line-01 (PCB SMT),Circuit_Board,Shift-B (14:00-22:00),OP-104 (Elena R.),PASS,None,None,0.974,21.19,0.0
INSP-10344,2026-09-01 15:57:20,2026-09-01,15,Line-04 (Welding & Joinery),Pipe_Weld,Shift-A (06:00-14:00),OP-109 (Marcus V.),PASS,None,None,0.974,18.35,0.0
INSP-10345,2026-09-01 16:08:20,2026-09-01,16,Line-03 (Precision Machining),Machined_Gear,Shift-A (06:00-14:00),OP-109 (Marcus V.),PASS,None,None,0.988,23.4,0.0
INSP-10346,2026-09-01 16:37:20,2026-09-01,16,Line-01 (PCB SMT),Circuit_Board,Shift-A (06:00-14:00),OP-212 (Devin K.),PASS,None,None,0.983,23.44,0.0
INSP-10347,2026-09-01 16:55:20,2026-09-01,16,Line-04 (Welding & Joinery),Pipe_Weld,Shift-A (06:00-14:00),OP-305 (Priya S.),PASS,None,None,0.98,23.92,0.0
INSP-10348,2026-09-01 17:26:20,2026-09-01,17,Line-03 (Precision Machining),Machined_Gear,Shift-C (22:00-06:00),OP-104 (Elena R.),PASS,None,None,0.978,29.2,0.0
INSP-10349,2026-09-01 17:55:20,2026-09-01,17,Line-01 (PCB SMT),Circuit_Board,Shift-A (06:00-14:00),OP-212 (Devin K.),PASS,None,None,0.975,24.08,0.0
INSP-10350,2026-09-01 18:09:20,2026-09-01,18,Line-02 (Metal Stamping),Chassis_Panel,Shift-C (22:00-06:00),OP-305 (Priya S.),PASS,None,None,0.964,25.63,0.0
INSP-10351,2026-09-01 18:43:20,2026-09-01,18,Line-01 (PCB SMT),Circuit_Board,Shift-A (06:00-14:00),OP-305 (Priya S.),PASS,None,None,0.993,26.37,0.0
INSP-10352,2026-09-01 18:55:20,2026-09-01,18,Line-04 (Welding & Joinery),Pipe_Weld,Shift-A (06:00-14:00),OP-305 (Priya S.),REJECT,Crack,Critical,0.89,29.03,144.66
INSP-10353,2026-09-01 19:31:20,2026-09-01,19,Line-03 (Precision Machining),Machined_Gear,Shift-C (22:00-06:00),OP-212 (Devin K.),PASS,None,None,0.999,31.25,0.0
INSP-10354,2026-09-01 19:50:20,2026-09-01,19,Line-03 (Precision Machining),Machined_Gear,Shift-A (06:00-14:00),OP-305 (Priya S.),PASS,None,None,0.963,26.16,0.0
INSP-10355,2026-09-01 20:13:20,2026-09-01,20,Line-04 (Welding & Joinery),Pipe_Weld,Shift-C (22:00-06:00),OP-305 (Priya S.),PASS,None,None,0.991,23.24,0.0
INSP-10356,2026-09-01 20:41:20,2026-09-01,20,Line-04 (Welding & Joinery),Pipe_Weld,Shift-B (14:00-22:00),OP-109 (Marcus V.),PASS,None,None,0.986,19.39,0.0
INSP-10357,2026-09-01 21:05:20,2026-09-01,21,Line-01 (PCB SMT),Circuit_Board,Shift-B (14:00-22:00),OP-418 (Chen W.),PASS,None,None,0.966,32.75,0.0
INSP-10358,2026-09-01 21:22:20,2026-09-01,21,Line-04 (Welding & Joinery),Pipe_Weld,Shift-B (14:00-22:00),OP-104 (Elena R.),PASS,None,None,0.986,27.55,0.0
INSP-10359,2026-09-01 21:49:20,2026-09-01,21,Line-01 (PCB SMT),Circuit_Board,Shift-A (06:00-14:00),OP-305 (Priya S.),PASS,None,None,0.982,30.81,0.0
INSP-10360,2026-09-01 22:09:20,2026-09-01,22,Line-01 (PCB SMT),Circuit_Board,Shift-B (14:00-22:00),OP-109 (Marcus V.),PASS,None,None,0.977,20.17,0.0
INSP-10361,2026-09-01 22:33:20,2026-09-01,22,Line-03 (Precision Machining),Machined_Gear,Shift-B (14:00-22:00),OP-212 (Devin K.),PASS,None,None,0.991,21.22,0.0
INSP-10362,2026-09-01 22:55:20,2026-09-01,22,Line-02 (Metal Stamping),Chassis_Panel,Shift-B (14:00-22:00),OP-305 (Priya S.),PASS,None,None,0.964,23.91,0.0
INSP-10363,2026-09-01 23:30:20,2026-09-01,23,Line-03 (Precision Machining),Machined_Gear,Shift-B (14:00-22:00),OP-305 (Priya S.),PASS,None,None,0.962,28.17,0.0
INSP-10364,2026-09-01 23:46:20,2026-09-01,23,Line-04 (Welding & Joinery),Pipe_Weld,Shift-A (06:00-14:00),OP-109 (Marcus V.),PASS,None,None,0.983,18.97,0.0
INSP-10365,2026-09-02 00:10:20,2026-09-02,0,Line-02 (Metal Stamping),Chassis_Panel,Shift-C (22:00-06:00),OP-305 (Priya S.),PASS,None,None,0.966,29.42,0.0
INSP-10366,2026-09-02 00:40:20,2026-09-02,0,Line-01 (PCB SMT),Circuit_Board,Shift-A (06:00-14:00),OP-104 (Elena R.),PASS,None,None,0.966,27.93,0.0
INSP-10367,2026-09-02 01:03:20,2026-09-02,1,Line-04 (Welding & Joinery),Pipe_Weld,Shift-A (06:00-14:00),OP-109 (Marcus V.),PASS,None,None,0.975,18.36,0.0
INSP-10368,2026-09-02 01:28:20,2026-09-02,1,Line-01 (PCB SMT),Circuit_Board,Shift-C (22:00-06:00),OP-212 (Devin K.),PASS,None,None,0.985,21.5,0.0
INSP-10369,2026-09-02 01:43:20,2026-09-02,1,Line-02 (Metal Stamping),Chassis_Panel,Shift-C (22:00-06:00),OP-109 (Marcus V.),PASS,None,None,0.998,27.21,0.0
INSP-10370,2026-09-02 02:19:20,2026-09-02,2,Line-04 (Welding & Joinery),Pipe_Weld,Shift-A (06:00-14:00),OP-305 (Priya S.),PASS,None,None,0.99,19.31,0.0
INSP-10371,2026-09-02 02:34:20,2026-09-02,2,Line-03 (Precision Machining),Machined_Gear,Shift-B (14:00-22:00),OP-212 (Devin K.),PASS,None,None,0.976,31.91,0.0
INSP-10372,2026-09-02 02:58:20,2026-09-02,2,Line-04 (Welding & Joinery),Pipe_Weld,Shift-B (14:00-22:00),OP-418 (Chen W.),REJECT,Crack,Critical,0.964,25.2,50.43
INSP-10373,2026-09-02 03:28:20,2026-09-02,3,Line-04 (Welding & Joinery),Pipe_Weld,Shift-A (06:00-14:00),OP-109 (Marcus V.),PASS,None,None,0.965,19.69,0.0
INSP-10374,2026-09-02 03:53:20,2026-09-02,3,Line-01 (PCB SMT),Circuit_Board,Shift-C (22:00-06:00),OP-212 (Devin K.),PASS,None,None,0.991,28.29,0.0
INSP-10375,2026-09-02 04:20:20,2026-09-02,4,Line-04 (Welding & Joinery),Pipe_Weld,Shift-A (06:00-14:00),OP-212 (Devin K.),PASS,None,None,0.994,27.58,0.0
INSP-10376,2026-09-02 04:34:20,2026-09-02,4,Line-04 (Welding & Joinery),Pipe_Weld,Shift-A (06:00-14:00),OP-104 (Elena R.),REJECT,Crack,Critical,0.886,23.36,172.67
INSP-10377,2026-09-02 04:56:20,2026-09-02,4,Line-02 (Metal Stamping),Chassis_Panel,Shift-A (06:00-14:00),OP-305 (Priya S.),PASS,None,None,0.98,32.04,0.0
INSP-10378,2026-09-02 05:27:20,2026-09-02,5,Line-04 (Welding & Joinery),Pipe_Weld,Shift-C (22:00-06:00),OP-109 (Marcus V.),PASS,None,None,0.971,27.49,0.0
INSP-10379,2026-09-02 05:45:20,2026-09-02,5,Line-04 (Welding & Joinery),Pipe_Weld,Shift-A (06:00-14:00),OP-212 (Devin K.),PASS,None,None,0.988,26.42,0.0
INSP-10380,2026-09-02 06:17:20,2026-09-02,6,Line-04 (Welding & Joinery),Pipe_Weld,Shift-B (14:00-22:00),OP-305 (Priya S.),PASS,None,None,0.982,21.82,0.0
INSP-10381,2026-09-02 06:39:20,2026-09-02,6,Line-04 (Welding & Joinery),Pipe_Weld,Shift-A (06:00-14:00),OP-104 (Elena R.),PASS,None,None,0.961,29.15,0.0
INSP-10382,2026-09-02 07:04:20,2026-09-02,7,Line-02 (Metal Stamping),Chassis_Panel,Shift-C (22:00-06:00),OP-109 (Marcus V.),PASS,None,None,0.975,24.52,0.0
INSP-10383,2026-09-02 07:30:20,2026-09-02,7,Line-02 (Metal Stamping),Chassis_Panel,Shift-B (14:00-22:00),OP-109 (Marcus V.),PASS,None,None,0.967,25.37,0.0
INSP-10384,2026-09-02 07:48:20,2026-09-02,7,Line-03 (Precision Machining),Machined_Gear,Shift-A (06:00-14:00),OP-104 (Elena R.),PASS,None,None,0.991,29.64,0.0
INSP-10385,2026-09-02 08:21:20,2026-09-02,8,Line-04 (Welding & Joinery),Pipe_Weld,Shift-A (06:00-14:00),OP-104 (Elena R.),PASS,None,None,0.975,19.7,0.0
INSP-10386,2026-09-02 08:32:20,2026-09-02,8,Line-03 (Precision Machining),Machined_Gear,Shift-C (22:00-06:00),OP-104 (Elena R.),PASS,None,None,0.964,18.93,0.0
INSP-10387,2026-09-02 09:04:20,2026-09-02,9,Line-02 (Metal Stamping),Chassis_Panel,Shift-B (14:00-22:00),OP-212 (Devin K.),PASS,None,None,0.981,18.39,0.0
INSP-10388,2026-09-02 09:30:20,2026-09-02,9,Line-02 (Metal Stamping),Chassis_Panel,Shift-B (14:00-22:00),OP-418 (Chen W.),PASS,None,None,0.975,30.73,0.0
INSP-10389,2026-09-02 09:56:20,2026-09-02,9,Line-03 (Precision Machining),Machined_Gear,Shift-A (06:00-14:00),OP-109 (Marcus V.),PASS,None,None,0.976,27.16,0.0
INSP-10390,2026-09-02 10:07:20,2026-09-02,10,Line-03 (Precision Machining),Machined_Gear,Shift-C (22:00-06:00),OP-305 (Priya S.),PASS,None,None,0.972,18.41,0.0
INSP-10391,2026-09-02 10:32:20,2026-09-02,10,Line-01 (PCB SMT),Circuit_Board,Shift-A (06:00-14:00),OP-104 (Elena R.),PASS,None,None,0.985,30.18,0.0
INSP-10392,2026-09-02 10:59:20,2026-09-02,10,Line-03 (Precision Machining),Machined_Gear,Shift-C (22:00-06:00),OP-212 (Devin K.),PASS,None,None,0.967,26.95,0.0
INSP-10393,2026-09-02 11:19:20,2026-09-02,11,Line-04 (Welding & Joinery),Pipe_Weld,Shift-C (22:00-06:00),OP-418 (Chen W.),PASS,None,None,0.986,23.03,0.0
INSP-10394,2026-09-02 11:44:20,2026-09-02,11,Line-03 (Precision Machining),Machined_Gear,Shift-B (14:00-22:00),OP-418 (Chen W.),PASS,None,None,0.977,22.38,0.0
INSP-10395,2026-09-02 12:17:20,2026-09-02,12,Line-03 (Precision Machining),Machined_Gear,Shift-B (14:00-22:00),OP-212 (Devin K.),PASS,None,None,0.979,20.47,0.0
INSP-10396,2026-09-02 12:39:20,2026-09-02,12,Line-04 (Welding & Joinery),Pipe_Weld,Shift-C (22:00-06:00),OP-104 (Elena R.),PASS,None,None,0.966,32.33,0.0
INSP-10397,2026-09-02 12:56:20,2026-09-02,12,Line-04 (Welding & Joinery),Pipe_Weld,Shift-B (14:00-22:00),OP-212 (Devin K.),PASS,None,None,0.99,18.69,0.0
INSP-10398,2026-09-02 13:26:20,2026-09-02,13,Line-03 (Precision Machining),Machined_Gear,Shift-C (22:00-06:00),OP-104 (Elena R.),PASS,None,None,0.966,27.47,0.0
INSP-10399,2026-09-02 13:47:20,2026-09-02,13,Line-01 (PCB SMT),Circuit_Board,Shift-A (06:00-14:00),OP-109 (Marcus V.),PASS,None,None,0.963,30.78,0.0
INSP-10400,2026-09-02 14:17:20,2026-09-02,14,Line-01 (PCB SMT),Circuit_Board,Shift-A (06:00-14:00),OP-305 (Priya S.),PASS,None,None,0.998,19.4,0.0
INSP-10401,2026-09-02 14:40:20,2026-09-02,14,Line-01 (PCB SMT),Circuit_Board,Shift-A (06:00-14:00),OP-104 (Elena R.),REJECT,Scratch,Moderate,0.969,18.62,26.53
INSP-10402,2026-09-02 15:02:20,2026-09-02,15,Line-01 (PCB SMT),Circuit_Board,Shift-C (22:00-06:00),OP-212 (Devin K.),PASS,None,None,0.981,23.65,0.0
INSP-10403,2026-09-02 15:29:20,2026-09-02,15,Line-02 (Metal Stamping),Chassis_Panel,Shift-B (14:00-22:00),OP-418 (Chen W.),REJECT,Surface_Stain,Minor,0.886,18.53,12.48
INSP-10404,2026-09-02 15:44:20,2026-09-02,15,Line-04 (Welding & Joinery),Pipe_Weld,Shift-A (06:00-14:00),OP-104 (Elena R.),PASS,None,None,0.987,29.16,0.0
INSP-10405,2026-09-02 16:07:20,2026-09-02,16,Line-04 (Welding & Joinery),Pipe_Weld,Shift-A (06:00-14:00),OP-212 (Devin K.),PASS,None,None,0.975,26.19,0.0
INSP-10406,2026-09-02 16:32:20,2026-09-02,16,Line-04 (Welding & Joinery),Pipe_Weld,Shift-C (22:00-06:00),OP-418 (Chen W.),PASS,None,None,0.972,24.05,0.0
INSP-10407,2026-09-02 17:00:20,2026-09-02,17,Line-04 (Welding & Joinery),Pipe_Weld,Shift-A (06:00-14:00),OP-305 (Priya S.),REJECT,Void,Critical,0.895,29.81,183.74
INSP-10408,2026-09-02 17:26:20,2026-09-02,17,Line-01 (PCB SMT),Circuit_Board,Shift-C (22:00-06:00),OP-418 (Chen W.),PASS,None,None,0.981,20.26,0.0
INSP-10409,2026-09-02 17:56:20,2026-09-02,17,Line-02 (Metal Stamping),Chassis_Panel,Shift-A (06:00-14:00),OP-212 (Devin K.),PASS,None,None,0.988,23.28,0.0
INSP-10410,2026-09-02 18:08:20,2026-09-02,18,Line-02 (Metal Stamping),Chassis_Panel,Shift-C (22:00-06:00),OP-305 (Priya S.),PASS,None,None,0.997,31.44,0.0
INSP-10411,2026-09-02 18:43:20,2026-09-02,18,Line-03 (Precision Machining),Machined_Gear,Shift-A (06:00-14:00),OP-109 (Marcus V.),PASS,None,None,0.994,31.68,0.0
INSP-10412,2026-09-02 18:57:20,2026-09-02,18,Line-01 (PCB SMT),Circuit_Board,Shift-B (14:00-22:00),OP-104 (Elena R.),PASS,None,None,0.974,30.87,0.0
INSP-10413,2026-09-02 19:27:20,2026-09-02,19,Line-04 (Welding & Joinery),Pipe_Weld,Shift-A (06:00-14:00),OP-104 (Elena R.),PASS,None,None,0.961,32.61,0.0
INSP-10414,2026-09-02 19:49:20,2026-09-02,19,Line-04 (Welding & Joinery),Pipe_Weld,Shift-B (14:00-22:00),OP-109 (Marcus V.),PASS,None,None,0.972,26.92,0.0
INSP-10415,2026-09-02 20:15:20,2026-09-02,20,Line-04 (Welding & Joinery),Pipe_Weld,Shift-A (06:00-14:00),OP-109 (Marcus V.),PASS,None,None,0.994,22.66,0.0
INSP-10416,2026-09-02 20:37:20,2026-09-02,20,Line-02 (Metal Stamping),Chassis_Panel,Shift-C (22:00-06:00),OP-104 (Elena R.),REJECT,Surface_Stain,Moderate,0.934,21.54,20.65
INSP-10417,2026-09-02 20:59:20,2026-09-02,20,Line-03 (Precision Machining),Machined_Gear,Shift-B (14:00-22:00),OP-305 (Priya S.),PASS,None,None,0.973,33.4,0.0
INSP-10418,2026-09-02 21:29:20,2026-09-02,21,Line-03 (Precision Machining),Machined_Gear,Shift-C (22:00-06:00),OP-109 (Marcus V.),PASS,None,None,0.975,31.97,0.0
INSP-10419,2026-09-02 21:48:20,2026-09-02,21,Line-01 (PCB SMT),Circuit_Board,Shift-C (22:00-06:00),OP-418 (Chen W.),PASS,None,None,0.966,28.94,0.0
INSP-10420,2026-09-02 22:07:20,2026-09-02,22,Line-02 (Metal Stamping),Chassis_Panel,Shift-C (22:00-06:00),OP-305 (Priya S.),PASS,None,None,0.981,26.23,0.0
INSP-10421,2026-09-02 22:45:20,2026-09-02,22,Line-04 (Welding & Joinery),Pipe_Weld,Shift-B (14:00-22:00),OP-305 (Priya S.),PASS,None,None,0.994,28.53,0.0
INSP-10422,2026-09-02 23:08:20,2026-09-02,23,Line-01 (PCB SMT),Circuit_Board,Shift-C (22:00-06:00),OP-104 (Elena R.),PASS,None,None,0.966,18.87,0.0
INSP-10423,2026-09-02 23:26:20,2026-09-02,23,Line-01 (PCB SMT),Circuit_Board,Shift-B (14:00-22:00),OP-104 (Elena R.),PASS,None,None,0.989,20.05,0.0
